grantee,url,amount,date,program,purpose
New America Foundation,https://hewlett.org/grants/new-america-foundation-for-support-of-cybersecurity-and-internet-policy-programs-1/,50000,2017-10-09,Cyber,For Support Of Cybersecurity And Internet Policy Programs
University of Washington,https://hewlett.org/grants/university-of-washington-for-support-of-the-tech-policy-lab-0/,200000,2017-10-09,Cyber,For Support Of The Tech Policy Lab
High Tech High Graduate School of Education,https://hewlett.org/grants/high-tech-high-graduate-school-of-education-for-a-fellowship-for-leading-large-scale-change/,30000,2017-10-06,Education,For A Fellowship For Leading Large-scale Change
Open Space Institute,https://hewlett.org/grants/open-space-institute-for-branding-of-the-land-and-water-conservation-fund-and-coalition/,40000,2017-10-06,Environment,For Branding Of The Land And Water Conservation Fund And Coalition
Population Action International,https://hewlett.org/grants/population-action-international-for-support-of-dissemination-about-u-s-policies-to-local-advocacy-organizations/,300000,2017-10-06,Global Development and Population,For Support Of Dissemination About U.S. Policies To Local Advocacy Organizations
Washington Technology Solutions,https://hewlett.org/grants/washington-technology-solutions-for-a-privacy-scoring-framework/,90000,2017-10-06,Cyber,For A Privacy Scoring Framework
"Earth Island Institute, Inc.",https://hewlett.org/grants/earth-island-institute-inc-for-the-bay-area-wilderness-training-program-4/,65000,2017-10-06,Environment,For The Bay Area Wilderness Training Program
Development Gateway Foundation,https://hewlett.org/grants/development-gateway-foundation-for-a-program-to-spur-the-creation-and-use-of-open-contracting-data-in-uganda-and-senegal/,400000,2017-10-06,Global Development and Population,For A Program To Spur The Creation And Use Of Open Contracting Data In Uganda And Senegal
Resources Legacy Fund,https://hewlett.org/grants/resources-legacy-fund-for-support-of-the-center-for-western-priorities/,1000000,2017-10-06,Environment,For Support Of The Center For Western Priorities
Trust for Conservation Innovation,https://hewlett.org/grants/trust-for-conservation-innovation-for-a-fundraising-plan-for-menlospark/,30000,2017-10-06,Environment,For A Fundraising Plan For MenloSpark
Save the Bay,https://hewlett.org/grants/save-the-bay-for-strategic-communications/,30000,2017-10-06,Environment,For Strategic Communications
Trust for Conservation Innovation,https://hewlett.org/grants/trust-for-conservation-innovation-for-a-fundraising-plan-for-menlospark/,30000,2017-10-06,Environment,For A Fundraising Plan For MenloSpark
Save the Bay,https://hewlett.org/grants/save-the-bay-for-the-bay-smart-communities-program/,220000,2017-10-06,Environment,For The Bay Smart Communities Program
"New Technology Network, LLC",https://hewlett.org/grants/new-technology-network-llc-for-building-capacity-for-scale-and-the-application-of-improvement-science/,50000,2017-10-06,Education,For Building Capacity For Scale And The Application Of Improvement Science
Jobs for the Future,https://hewlett.org/grants/jobs-for-the-future-for-support-of-strategic-communications/,50000,2017-10-06,Education,For Support Of Strategic Communications
Institute for Strategic and Equitable Development,https://hewlett.org/grants/institute-for-strategic-and-equitable-development-for-diversity-equity-and-inclusion-peer-learning-activities-and-technical-assistance/,150000,2017-10-06,Environment,"For Diversity, Equity And Inclusion Peer-learning Activities And Technical Assistance"
Resources Legacy Fund,https://hewlett.org/grants/resources-legacy-fund-for-the-western-energy-project-0/,325000,2017-10-06,Environment,For The Western Energy Project
Energy Innovation Reform Project,https://hewlett.org/grants/energy-innovation-reform-project-for-general-operating-support-0/,300000,2017-10-05,Environment,For General Operating Support
Rutgers University Foundation,https://hewlett.org/grants/rutgers-university-foundation-for-support-of-the-anita-ashok-datar-lecture-on-womens-global-heath/,100000,2017-10-05,Global Development and Population,For Support Of The Anita Ashok Datar Lecture On Women’s Global Heath
"Gesoc, Agencia para el Desarrollo",https://hewlett.org/grants/gesoc-agencia-para-el-desarrollo-for-strategic-planning/,25000,2017-10-05,Global Development and Population,For Strategic Planning
Center for American Progress,https://hewlett.org/grants/center-for-american-progress-for-the-womens-health-and-rights-program-0/,400000,2017-10-05,Global Development and Population,For The Women’s Health And Rights Program
Political Research Associates,https://hewlett.org/grants/political-research-associates-for-support-of-the-reproductive-justice-program/,500000,2017-10-05,Global Development and Population,For Support Of The Reproductive Justice Program
Rockefeller Philanthropy Advisors,https://hewlett.org/grants/rockefeller-philanthropy-advisors-for-fund-for-shared-insights-listen-for-good-initiative/,90000,2017-10-05,Global Development and Population,For Fund For Shared Insight’s Listen For Good Initiative
Center for American Progress,https://hewlett.org/grants/center-for-american-progress-for-climate-and-energy-story-bank/,250000,2017-10-05,Environment,For Climate And Energy Story Bank
University of Colorado at Boulder,https://hewlett.org/grants/university-of-colorado-at-boulder-for-the-long-term-impact-of-access-to-larc-census-project/,450000,2017-10-04,Global Development and Population,For The Long-term Impact Of Access To LARC Census Project
Community School of Music and Arts,https://hewlett.org/grants/community-school-of-music-and-arts-for-a-capital-project/,250000,2017-10-04,Performing Arts,For A Capital Project
Ibis Reproductive Health,https://hewlett.org/grants/ibis-reproductive-health-for-general-operating-support-5/,800000,2017-10-04,Global Development and Population,For General Operating Support
Urban Institute,https://hewlett.org/grants/urban-institute-for-the-reproductive-health-access-monitoring-and-analysis-project/,1000000,2017-10-04,Global Development and Population,For The Reproductive Health Access Monitoring And Analysis Project
Business Forward Foundation,https://hewlett.org/grants/business-forward-foundation-for-the-climate-and-clean-energy-program/,150000,2017-10-04,Environment,For The Climate And Clean Energy Program
University of Maryland,https://hewlett.org/grants/university-of-maryland-for-support-of-research-on-political-behavior/,150000,2017-10-04,Madison Initiative,For Support Of Research On Political Behavior
University of Texas at Austin,https://hewlett.org/grants/university-of-texas-at-austin-for-support-of-an-integrated-cybersecurity-studies-program-0/,150000,2017-10-03,Cyber,For Support Of An Integrated Cybersecurity Studies Program
Silicon Valley Leadership Group Foundation,https://hewlett.org/grants/silicon-valley-leadership-group-foundation-for-the-emerging-technology-policy-initiative/,30000,2017-10-03,Cyber,For The Emerging Technology Policy Initiative
Zero1,https://hewlett.org/grants/zero1-for-organizational-planning/,25000,2017-10-03,Performing Arts,For Organizational Planning
Performing Arts Workshop,https://hewlett.org/grants/performing-arts-workshop-for-capital-improvements-and-relocation-to-the-historic-geneva-powerhouse-building/,250000,2017-10-02,Performing Arts,For Capital Improvements And Relocation To The Historic Geneva Powerhouse Building
Climate Policy Initiative,https://hewlett.org/grants/climate-policy-initiative-for-general-operating-support/,1500000,2017-10-02,Environment,For General Operating Support
ClimateWorks Foundation,https://hewlett.org/grants/climateworks-foundation-for-communication-strategies-in-brazil-and-china/,670000,2017-09-30,Environment,For Communication Strategies In Brazil And China
Coalition for Clean Air,https://hewlett.org/grants/coalition-for-clean-air-for-general-operating-support-1/,250000,2017-09-30,Environment,For General Operating Support
National Audubon Society,https://hewlett.org/grants/national-audubon-society-for-support-of-the-lower-colorado-river-basin-project/,150000,2017-09-30,Environment,For Support Of The Lower Colorado River Basin Project
Public Land Solutions,https://hewlett.org/grants/public-land-solutions-for-general-operating-support-1/,125000,2017-09-30,Environment,For General Operating Support
Natural Resources Defense Council,https://hewlett.org/grants/natural-resources-defense-council-for-general-operating-support-0/,50000,2017-09-30,Environment,For General Operating Support
National Women's Law Center,https://hewlett.org/grants/national-womens-law-center-for-brand-and-messaging-refresh/,30000,2017-09-29,Global Development and Population,For Brand And Messaging Refresh
Learning Forward,https://hewlett.org/grants/learning-forward-for-support-of-strategic-planning/,50000,2017-09-29,Education,For Support Of Strategic Planning
ProPublica,https://hewlett.org/grants/propublica-for-general-operating-support-3/,600000,2017-09-27,Special Projects,For General Operating Support
Business Innovation Factory,https://hewlett.org/grants/business-innovation-factory-for-support-of-organizational-diversity-equity-and-inclusion-capacity-to-advance-educational-equity/,50000,2017-09-27,Education,"For Support Of Organizational Diversity, Equity And Inclusion Capacity To Advance Educational Equity"
"New Technology Network, LLC",https://hewlett.org/grants/new-technology-network-llc-for-support-of-organizational-diversity-equity-and-inclusion-capacity-to-advance-educational-equity/,50000,2017-09-25,Education,"For Support Of Organizational Diversity, Equity And Inclusion Capacity To Advance Educational Equity"
Council of Chief State School Officers,https://hewlett.org/grants/council-of-chief-state-school-officers-for-support-of-organizational-diversity-equity-and-inclusion-capacity-to-advance-educational-equity/,50000,2017-09-25,Education,"For Support Of Organizational Diversity, Equity And Inclusion Capacity To Advance Educational Equity"
