grantee,url,amount,date,program,purpose
Raising Voices,https://hewlett.org/grants/raising-voices-for-implementing-a-good-schools-toolkit-to-improve-the-classroom-environment-in-ugandan-schools/,663000,2010-11-15,Global Development and Population,For Implementing A Good Schools Toolkit To Improve The Classroom Environment In Ugandan Schools
National Security Initiative,https://hewlett.org/grants/national-security-initiative-for-general-operating-support-0/,300000,2010-11-15,Initiatives,For General Operating Support
Innovation Center for Energy and Transportation,https://hewlett.org/grants/innovation-center-for-energy-and-transportation-for-organization-planning/,30000,2010-11-15,Environment,For Organization Planning
"The Institute for National Security Studies, A Think Tank by Tel Aviv University, LTD.",https://hewlett.org/grants/the-institute-for-national-security-studies-a-think-tank-by-tel-aviv-university-ltd-for-a-project-to-develop-regional-expertise-on-nuclear-security-and-arms-control-in-the-middle-east/,150000,2010-11-15,Initiatives,For A Project To Develop Regional Expertise On Nuclear Security And Arms Control In The Middle East
Urban Habitat Program,https://hewlett.org/grants/urban-habitat-program-for-the-sustainable-communities-strategies-campaign/,85000,2010-11-15,Environment,For The Sustainable Communities Strategies Campaign
New Venture Fund,https://hewlett.org/grants/new-venture-fund-for-the-creation-care-fund-and-western-tribal-clean-energy-projects/,140000,2010-11-15,Environment,For The Creation Care Fund And Western Tribal Clean Energy Projects
Athabasca University,https://hewlett.org/grants/athabasca-university-for-support-of-interaction-and-networking-within-the-international-oer-community/,121000,2010-11-15,Education,For Support Of Interaction And Networking Within The International OER Community
Abhinaya Dance Company of San Jose,https://hewlett.org/grants/abhinaya-dance-company-of-san-jose-for-general-operating-support/,90000,2010-11-15,Performing Arts,For General Operating Support
Stagebridge,https://hewlett.org/grants/stagebridge-for-general-operating-support/,120000,2010-11-15,Performing Arts,For General Operating Support
Peninsula Ballet Theatre,https://hewlett.org/grants/peninsula-ballet-theatre-for-general-operating-support/,90000,2010-11-15,Performing Arts,For General Operating Support
Dream Corps,https://hewlett.org/grants/dream-corps-for-support-of-the-retrofit-americas-cities-program/,100000,2010-11-15,Environment,For Support Of The Retrofit America's Cities Program
Fresh Meat Productions,https://hewlett.org/grants/fresh-meat-productions-for-general-operating-support/,75000,2010-11-15,Performing Arts,For General Operating Support
Theodore Roosevelt Conservation Partnership,https://hewlett.org/grants/theodore-roosevelt-conservation-partnership-for-the-sportsmen-for-responsible-energy-development-project-2/,200000,2010-11-15,Environment,For The Sportsmen For Responsible Energy Development Project
California State University at Sacramento,https://hewlett.org/grants/california-state-university-at-sacramento-for-the-institute-for-higher-education-leadership-policy/,250000,2010-11-15,Education,For The Institute For Higher Education Leadership & Policy
Institute for Transportation and Development Policy,https://hewlett.org/grants/institute-for-transportation-and-development-policy-for-general-operating-support-0/,1000000,2010-11-15,Environment,For General Operating Support
Silicon Valley Community Foundation,https://hewlett.org/grants/silicon-valley-community-foundation-for-support-of-the-2010-holiday-fund/,50000,2010-11-15,Special Projects,For Support Of The 2010 Holiday Fund
Chronicle Season of Sharing Fund,https://hewlett.org/grants/chronicle-season-of-sharing-fund-for-general-operating-support-0/,50000,2010-11-15,Special Projects,For General Operating Support
Public Counsel,https://hewlett.org/grants/public-counsel-for-litigation-to-protect-california-students-rights-to-equal-educational-opportunity/,190000,2010-11-15,Education,For Litigation To Protect California Students' Rights To Equal Educational Opportunity
University of California at Berkeley,https://hewlett.org/grants/university-of-california-at-berkeley-for-support-of-the-pacific-film-archive/,150000,2010-11-15,Performing Arts,For Support Of The Pacific Film Archive
Central Valley Community Foundation,https://hewlett.org/grants/central-valley-community-foundation-for-its-teen-pregnancy-prevention-project/,1133000,2010-11-15,Global Development and Population,For Its Teen Pregnancy Prevention Project
Population Council,https://hewlett.org/grants/population-council-for-support-of-the-reproductive-health-and-poverty-gender-and-youth-programs/,3000000,2010-11-15,Global Development and Population,"For Support Of The Reproductive Health And Poverty, Gender And Youth Programs"
Sierra Club Foundation,https://hewlett.org/grants/sierra-club-foundation-for-the-beyond-coal-campaign/,800000,2010-11-15,Environment,For The Beyond Coal Campaign
Zero1,https://hewlett.org/grants/zero1-for-general-operating-support/,180000,2010-11-15,Performing Arts,For General Operating Support
Public Health Institute,https://hewlett.org/grants/public-health-institute-for-support-of-the-public-health-and-climate-change-program/,100000,2010-11-15,Environment,For Support Of The Public Health And Climate Change Program
Sonoran Institute,https://hewlett.org/grants/sonoran-institute-for-the-western-sonoran-desert-conservation-project-0/,75000,2010-11-15,Environment,For The Western Sonoran Desert Conservation Project
Achieve,https://hewlett.org/grants/achieve-for-a-test-of-oer-and-deeper-learning-quality-rubrics/,500000,2010-11-15,Education,For A Test Of OER And Deeper Learning Quality Rubrics
Ploughshares Fund,https://hewlett.org/grants/ploughshares-fund-for-general-operating-support-0/,350000,2010-11-15,Initiatives,For General Operating Support
Silicon Valley Community Foundation,https://hewlett.org/grants/silicon-valley-community-foundation-for-support-of-the-regional-planning-strategy/,140000,2010-11-15,Environment,For Support Of The Regional Planning Strategy
Bipartisan Policy Center,https://hewlett.org/grants/bipartisan-policy-center-for-support-of-the-national-commission-on-energy-policy/,2000000,2010-11-15,Environment,For Support Of The National Commission On Energy Policy
European Climate Foundation,https://hewlett.org/grants/european-climate-foundation-for-an-organizational-assessment-to-strengthen-ecfs-charitable-work-on-ghg-reductions-in-europe/,30500,2010-11-15,Environment,For An Organizational Assessment To Strengthen ECF’s Charitable Work On GHG Reductions In Europe
Center on Budget and Policy Priorities,https://hewlett.org/grants/center-on-budget-and-policy-priorities-for-general-operating-support/,500000,2010-11-15,Special Projects,For General Operating Support
Center for Economic and Foreign Policy Studies,https://hewlett.org/grants/center-for-economic-and-foreign-policy-studies-for-a-project-to-explore-turkeys-interests-and-preferences-regarding-nuclear-policy/,100000,2010-11-15,Initiatives,For A Project To Explore Turkey’s Interests And Preferences Regarding Nuclear Policy
The Arms Control Association,https://hewlett.org/grants/the-arms-control-association-for-general-operating-support/,200000,2010-11-15,Initiatives,For General Operating Support
Circus Center,https://hewlett.org/grants/circus-center-for-general-operating-support/,150000,2010-11-15,Performing Arts,For General Operating Support
University of California at Davis,https://hewlett.org/grants/university-of-california-at-davis-for-developing-a-national-low-carbon-fuel-standard-in-the-united-states/,225000,2010-11-15,Environment,For Developing A National Low Carbon Fuel Standard In The United States
San Francisco Cinematheque,https://hewlett.org/grants/san-francisco-cinematheque-for-general-operating-support/,45000,2010-11-15,Performing Arts,For General Operating Support
Pew Charitable Trusts,https://hewlett.org/grants/pew-charitable-trusts-for-support-of-the-california-cultural-data-project/,400000,2010-11-15,Performing Arts,For Support Of The California Cultural Data Project
Editorial Projects In Education,https://hewlett.org/grants/editorial-projects-in-education-for-deeper-learning-related-coverage-in-text-webinars-and-other-social-media/,300000,2010-11-10,Education,"For Deeper-learning Related Coverage In Text, Webinars And Other Social Media"
Grand Canyon Trust,https://hewlett.org/grants/grand-canyon-trust-for-support-of-the-air-and-energy-program/,70000,2010-11-10,Environment,For Support Of The Air And Energy Program
EdLeader21,https://hewlett.org/grants/edleader21-for-a-professional-learning-community-for-education-leaders/,40000,2010-11-10,Education,For A Professional Learning Community For Education Leaders
BATS Improv,https://hewlett.org/grants/bats-improv-for-general-operating-support/,75000,2010-11-10,Performing Arts,For General Operating Support
Natural Resources Defense Council,https://hewlett.org/grants/natural-resources-defense-council-for-a-pacific-northwest-energy-consultant-to-develop-initiatives-to-reduce-fossil-fuel-emissions/,30000,2010-11-08,Environment,For A Pacific Northwest Energy Consultant To Develop Initiatives To Reduce Fossil Fuel Emissions
Performing Arts Workshop,https://hewlett.org/grants/performing-arts-workshop-for-strategic-planning-0/,40000,2010-11-08,Performing Arts,For Strategic Planning
Ninth Street Media Consortium,https://hewlett.org/grants/ninth-street-media-consortium-for-general-support-of-the-teaching-intermedia-literacy-tools-education-program/,25000,2010-11-04,Performing Arts,For General Support Of The Teaching Intermedia Literacy Tools Education Program
Ninth Street Media Consortium,https://hewlett.org/grants/ninth-street-media-consortium-for-the-videoconferencing-project/,17867,2010-11-04,Performing Arts,For The Videoconferencing Project
Woodrow Wilson International Center for Scholars,https://hewlett.org/grants/woodrow-wilson-international-center-for-scholars-for-fundraising-planning/,44275,2010-11-02,Global Development and Population,For Fundraising Planning
